交易日期,種類代碼,作物代號,作物名稱,市場代號,市場名稱,上價,中價,下價,平均價,交易量
115.06.14,N04,FT5,南瓜-青如意,104,台北二,94.2,50.9,19.4,53.2,2291.0
115.06.14,N04,FT7,南瓜-栗子,104,台北二,50.8,13.7,10.0,20.4,258.0
115.06.14,N04,FT91,南瓜-進口 木瓜型,104,台北二,22.0,20.4,20.0,20.6,620.0
115.06.14,N04,FT97,南瓜-進口 栗子,104,台北二,40.4,33.1,24.5,32.8,1556.0
115.06.14,N04,FU1,隼人瓜,104,台北二,17.0,11.9,7.8,12.1,779.0
115.06.14,N04,FU2,隼人瓜-瓜苗,104,台北二,81.4,70.2,53.9,69.2,2935.0
115.06.14,N04,FV0,辣椒-其他,104,台北二,54.0,19.4,10.4,24.5,55.0
115.06.14,N04,FV1,辣椒-紅小,104,台北二,90.0,59.9,18.8,57.7,544.0
115.06.14,N04,FV2,辣椒-青小,104,台北二,75.0,62.3,26.7,57.7,118.0
115.06.14,N04,FV4,辣椒-朝天椒,104,台北二,80.6,33.7,12.3,38.8,1139.0
115.06.14,N04,FV6,辣椒-糯米椒,104,台北二,68.9,53.1,27.1,51.1,601.0
115.06.14,N04,FX1,花豆,104,台北二,5.0,5.0,5.0,5.0,10.0
115.06.14,N04,FY0,玉米-其他,104,台北二,119.2,49.9,38.4,61.4,456.0
115.06.14,N04,FY4,玉米-玉米筍,104,台北二,165.0,119.2,39.4,112.4,132.0
115.06.14,N04,FY41,玉米-玉米筍 帶殼,104,台北二,19.5,10.3,6.0,11.3,2024.0
115.06.14,N04,FY5,玉米-糯米黑,104,台北二,29.4,17.2,8.5,17.9,5690.0
115.06.14,N04,FY6,玉米-甜軟殼,104,台北二,36.2,22.1,9.4,22.4,12151.0
115.06.14,N04,FY8,玉米-白龍王,104,台北二,117.7,33.2,8.7,45.2,780.0
115.06.14,N04,FY9,玉米-進口,104,台北二,188.8,65.2,22.0,81.2,64.0
115.06.14,N04,FY94,玉米-進口 玉米筍,104,台北二,200.0,162.6,143.3,166.2,356.0
115.06.14,N04,FZ1,落花生-生,104,台北二,65.8,35.9,30.0,40.7,395.0
115.06.14,N05,G2,黃金果,104,台北二,99.7,70.8,45.8,71.6,354.0
115.06.14,N05,G3,酪梨,104,台北二,74.2,60.1,44.2,59.8,6486.0
115.06.14,N05,G49,奇異果-進口,104,台北二,139.4,102.1,58.2,100.8,4803.0
115.06.14,N05,G7,橄欖,104,台北二,18.0,17.4,11.0,16.2,32.0
115.06.14,N05,G9,波蘿蜜,104,台北二,16.2,9.1,7.4,10.2,959.0
115.06.14,N05,G91,榴槤蜜,104,台北二,18.6,13.8,11.7,14.3,179.0
115.06.14,N05,H49,葡萄柚-紅肉進口,104,台北二,80.0,80.0,80.0,80.0,10.0
115.06.14,N05,I1,木瓜-網室紅肉,104,台北二,44.7,27.9,17.4,29.2,21693.0
115.06.14,N05,I3,木瓜-日昇種,104,台北二,87.3,48.5,28.7,52.3,1510.0
115.06.14,N05,I4,木瓜-青木瓜,104,台北二,24.6,17.1,10.2,17.2,1705.0
115.06.14,N05,J0,荔枝-其他,104,台北二,232.3,97.0,68.5,118.4,454.0
115.06.14,N05,J1,荔枝-玉荷包,104,台北二,244.4,197.6,92.0,185.8,2968.0
115.06.14,N05,J2,荔枝-黑葉,104,台北二,138.7,105.3,69.3,104.8,5868.0
115.06.14,N05,J3,荔枝-糯米,104,台北二,220.0,138.0,94.9,145.8,239.0
115.06.14,N05,J4,荔枝-竹葉黑,104,台北二,112.9,69.4,41.7,72.6,1975.0
115.06.14,N05,K3,龍眼-粉殼,104,台北二,159.3,117.4,63.3,114.9,162.0
115.06.14,N04,LA0,甘藍-其他,104,台北二,15.0,15.0,15.0,15.0,1200.0
115.06.14,N04,LA1,甘藍-初秋,104,台北二,30.3,24.9,17.0,24.4,39630.0
115.06.14,N04,LA2,甘藍-改良種,104,台北二,24.1,22.0,17.8,21.6,25910.0
115.06.14,N04,LA4,甘藍-紫色,104,台北二,28.0,18.8,15.0,19.9,96.0
115.06.14,N04,LA5,甘藍-甘藍心,104,台北二,60.0,56.4,50.0,55.8,148.0
115.06.14,N04,LA6,甘藍-甘藍芽,104,台北二,60.7,40.4,16.0,39.6,316.0
115.06.14,N04,LA92,甘藍-進口 改良種,104,台北二,17.0,15.2,13.0,15.2,3692.0
115.06.14,N04,LB1,小白菜-土白菜,104,台北二,48.1,31.1,14.7,31.2,1781.0
115.06.14,N04,LB2,小白菜-蚵仔白,104,台北二,39.4,19.9,7.1,21.2,10969.0
115.06.14,N04,LB3,小白菜-奶油白,104,台北二,60.6,26.8,16.5,31.5,1205.0
115.06.14,N04,LB8,小白菜-水耕,104,台北二,125.0,123.3,105.0,120.0,72.0
115.06.14,N04,LC0,包心白-其他,104,台北二,100.0,100.0,96.4,99.3,132.0
115.06.14,N04,LC1,包心白-包白,104,台北二,19.2,12.5,5.8,12.5,5430.0
115.06.14,N04,LC90,包心白菜-進口 其他,104,台北二,110.0,90.6,63.1,89.0,968.0
115.06.14,N04,LC93,包心白菜-進口 包頭蓮 ,104,台北二,22.8,19.1,11.4,18.3,5745.0
115.06.14,N04,LD1,青江白菜-小梗,104,台北二,61.0,27.0,10.9,30.6,6873.0
115.06.14,N04,LE1,皇宮菜-小葉,104,台北二,85.9,55.7,22.3,55.1,984.0
115.06.14,N04,LE2,皇宮菜-大葉,104,台北二,47.3,24.9,18.3,28.0,115.0
115.06.14,N04,LF2,蕹菜-小葉,104,台北二,66.7,41.3,18.4,41.8,6529.0
115.06.14,N04,LF3,蕹菜-水蕹菜,104,台北二,95.0,74.5,20.0,67.7,1003.0
115.06.14,N04,LG2,芹菜-白梗,104,台北二,83.6,64.2,31.9,61.6,2379.0
115.06.14,N04,LG9,芹菜-進口,104,台北二,43.0,36.4,24.6,35.4,1090.0
115.06.14,N04,LH2,菠菜-角葉,104,台北二,57.9,33.1,19.6,35.4,2260.0
115.06.14,N04,LI0,萵苣菜-其他,104,台北二,134.8,52.7,22.0,63.0,208.0
115.06.14,N04,LI1,萵苣菜-廣東菜,104,台北二,70.0,43.6,25.1,45.2,162.0
115.06.14,N04,LI2,萵苣菜-結球萵,104,台北二,84.5,66.2,31.8,63.0,925.0
115.06.14,N04,LI3,萵苣菜-本島圓葉,104,台北二,63.3,45.0,18.7,43.4,1871.0
115.06.14,N04,LI5,萵苣菜-油麥菜,104,台北二,44.3,14.8,5.6,18.9,11905.0
115.06.14,N04,LI6,萵苣菜-蘿美,104,台北二,100.0,46.2,25.7,52.9,236.0
115.06.14,N04,LI72,萵苣菜-綠捲,104,台北二,25.0,25.0,25.0,25.0,30.0
115.06.14,N04,LI8,萵苣菜-水耕,104,台北二,110.0,97.2,76.2,95.6,1185.0
115.06.14,N04,LI9,萵苣菜-進口,104,台北二,100.0,87.1,71.0,86.5,150.0
115.06.14,N04,LI91,萵苣菜-進口 廣東萵,104,台北二,40.0,40.0,40.0,40.0,56.0
115.06.14,N04,LI92,萵苣菜-進口 結球萵,104,台北二,86.0,70.0,43.0,67.8,1577.0
115.06.14,N04,LI96,萵苣菜-進口 蘿美,104,台北二,70.0,54.4,45.0,55.7,258.0
115.06.14,N04,LJ3,芥菜-大芥菜,104,台北二,17.2,10.9,10.0,12.0,960.0
115.06.14,N04,LJ4,芥菜-小芥菜,104,台北二,38.1,22.8,12.2,23.7,765.0
115.06.14,N04,LK2,芥藍菜,104,台北二,34.1,20.2,10.0,21.0,1244.0
115.06.14,N04,LK3,芥藍菜-芥藍芽,104,台北二,140.3,47.3,14.8,59.4,2181.0
115.06.14,N04,LL2,茼蒿-山茼蒿,104,台北二,15.0,15.0,15.0,15.0,48.0
115.06.14,N04,LM1,莧菜-紅莧菜,104,台北二,47.0,36.8,27.0,36.9,223.0
115.06.14,N04,LM2,莧菜-白莧菜,104,台北二,44.2,28.8,18.2,29.8,4470.0
115.06.14,N04,LN1,油菜,104,台北二,39.2,26.2,4.8,24.5,2165.0
115.06.14,N04,LN2,油菜-小松菜,104,台北二,32.0,28.5,23.0,28.1,180.0
115.06.14,N04,LO1,甘薯葉,104,台北二,69.5,26.2,9.9,31.6,9766.0
115.06.14,N04,LP1,芫荽,104,台北二,144.0,90.0,39.9,90.8,1151.0
115.06.14,N04,LP2,九層塔,104,台北二,54.9,31.8,12.8,32.6,1670.0
115.06.14,N04,LQ1,紅鳳菜-紅鳳菜,104,台北二,71.7,39.9,15.5,41.4,728.0
115.06.14,N04,LT2,海菜-海帶,104,台北二,50.0,50.0,50.0,50.0,100.0
115.06.14,N04,LT3,海菜-水蓮,104,台北二,125.5,100.1,78.4,100.8,1248.0
115.06.14,N04,LV1,巴西利,104,台北二,28.0,8.6,6.0,12.0,96.0
115.06.14,N04,LX1,蕨菜-過貓,104,台北二,75.0,73.2,63.9,71.7,91.0
115.06.14,N04,LZ2,藤川七-川七葉,104,台北二,60.0,53.0,45.0,52.8,25.0
115.06.14,N04,MA0,洋菇-其他,104,台北二,52.0,52.0,52.0,52.0,6.0
115.06.14,N04,MA1,洋菇,104,台北二,226.6,167.0,167.0,178.9,53.0
115.06.14,N04,MA2,洋菇-盒裝,104,台北二,325.0,260.9,89.2,239.4,300.0
115.06.14,N04,MB1,草菇,104,台北二,130.0,130.0,130.0,130.0,1.0
115.06.14,N04,MC1,濕木耳,104,台北二,132.0,68.9,5.1,68.7,918.0
115.06.14,N04,MD1,濕香菇,104,台北二,150.5,114.4,77.5,114.2,1251.0
115.06.14,N04,ME1,金絲菇-金針菇,104,台北二,43.6,33.7,22.0,33.4,1105.0
115.06.14,N04,ME2,金絲菇-盒裝,104,台北二,36.6,32.0,32.0,33.0,886.0
115.06.14,N04,MI1,秀珍菇,104,台北二,97.0,90.2,68.0,87.1,264.0
115.06.14,N04,MJ1,杏鮑菇,104,台北二,98.1,76.7,36.8,73.0,2976.0
115.06.14,N04,MJ2,杏鮑菇-盒裝,104,台北二,130.0,130.0,130.0,130.0,22.0
115.06.14,N04,MK1,鴻喜菇,104,台北二,137.8,101.0,95.0,107.2,123.0
115.06.14,N04,MK2,鴻喜菇-盒裝,104,台北二,190.0,190.0,185.8,189.2,90.0
115.06.14,N04,ML1,珊瑚菇,104,台北二,120.0,120.0,120.0,120.0,4.0
115.06.14,N04,MN1,柳松菇,104,台北二,115.0,115.0,115.0,115.0,4.0
115.06.14,N04,MX1,其他菇類,104,台北二,221.7,121.9,81.0,133.7,444.0
115.06.14,N05,N0,李-其他,104,台北二,99.4,67.7,51.6,70.8,3017.0
115.06.14,N05,N2,李-桃接李,104,台北二,25.0,25.0,25.0,25.0,199.0
115.06.14,N05,N3,李-紅肉李,104,台北二,107.7,51.9,22.8,57.2,2679.0
115.06.14,N05,N4,李-黃肉李,104,台北二,50.0,41.9,30.1,41.2,216.0
115.06.14,N05,N5,李-加州李,104,台北二,60.1,28.1,18.0,32.5,315.0
115.06.14,N05,N6,李-泰安李,104,台北二,28.0,26.9,20.0,25.8,36.0
115.06.14,N05,N9,李-進口,104,台北二,210.0,210.0,210.0,210.0,50.0
115.06.14,N05,O0,梨-其他,104,台北二,62.8,54.8,43.6,54.2,355.0
115.06.14,N05,O10,梨-寶島甘露梨,104,台北二,76.6,64.7,55.0,65.1,91.0
115.06.14,N05,O2,梨-秋水梨,104,台北二,70.0,68.0,65.0,67.8,16.0
115.06.14,N05,O5,梨-豐水梨,104,台北二,136.1,87.6,52.2,90.2,3701.0
115.06.14,N05,O8,梨-4029梨,104,台北二,62.6,38.9,22.4,40.3,482.0
115.06.14,N04,OA2,鹹菜-帶葉,104,台北二,35.0,35.0,35.0,35.0,780.0
115.06.14,N04,OB1,雪里紅,104,台北二,30.0,30.0,30.0,30.0,180.0
115.06.14,N04,OD1,蘿蔔乾,104,台北二,35.0,35.0,30.7,34.1,232.0
115.06.14,N04,OE2,醃瓜-漬,104,台北二,47.0,46.3,46.0,46.4,60.0
115.06.14,N04,OG1,熟筍-桂竹筍,104,台北二,80.0,80.0,80.0,80.0,90.0
115.06.14,N04,OG2,熟筍-箭竹筍,104,台北二,80.0,80.0,80.0,80.0,100.0
115.06.14,N04,OI4,筍茸,104,台北二,35.0,35.0,35.0,35.0,180.0
115.06.14,N04,OL1,朴菜,104,台北二,35.0,35.0,35.0,35.0,24.0
115.06.14,N05,OV,梨-蜜梨,104,台北二,65.0,56.2,50.0,56.7,163.0
115.06.14,N04,OX1,其他,104,台北二,80.2,28.2,17.5,36.5,3809.0
115.06.14,N05,P1,番石榴-珍珠芭,104,台北二,47.6,28.5,15.6,29.8,24014.0
115.06.14,N05,P2,番石榴-紅心,104,台北二,90.7,80.2,46.7,75.6,211.0
115.06.14,N05,P3,番石榴-帝王芭,104,台北二,72.6,46.8,20.8,46.8,1967.0
115.06.14,N05,Q0,蓮霧-其他,104,台北二,433.6,279.6,215.0,297.5,22.0
115.06.14,N05,Q1,蓮霧-紅蓮霧,104,台北二,87.0,51.2,27.1,53.6,467.0
115.06.14,N05,Q2,蓮霧-子彈型,104,台北二,108.3,59.6,55.0,68.4,207.0
115.06.14,N05,Q5,蓮霧-黑糖芭比,104,台北二,320.0,129.1,58.0,153.0,1833.0
115.06.14,N05,R0,芒果-其他,104,台北二,73.8,33.3,23.4,39.4,400.0
115.06.14,N05,R1,芒果-愛文,104,台北二,80.7,50.0,32.2,52.6,68384.0
115.06.14,N05,R10,芒果-西施,104,台北二,75.1,44.7,30.3,47.9,588.0
115.06.14,N05,R2,芒果-玉文,104,台北二,71.8,50.5,27.9,50.2,1149.0
115.06.14,N05,R3,芒果-本島,104,台北二,137.3,33.8,17.1,51.1,815.0
115.06.14,N05,R31,芒果-夏雪,104,台北二,107.4,53.2,31.1,59.7,1383.0
115.06.14,N05,R5,芒果-黑香金興,104,台北二,70.3,36.8,23.3,40.8,414.0
115.06.14,N05,R6,芒果-金煌,104,台北二,61.9,43.9,29.5,44.6,5968.0
115.06.14,N05,R8,芒果-芒果青,104,台北二,34.4,27.0,15.0,26.0,1848.0
115.06.14,N05,S1,葡萄-巨峰,104,台北二,159.6,66.2,40.8,79.8,5138.0
115.06.14,N05,S49,葡萄-無子進口,104,台北二,96.3,91.1,86.7,91.2,570.0
115.06.14,N05,S9,葡萄-進口,104,台北二,1588.4,631.2,380.9,772.6,311.0
115.06.14,N04,SA3,蘿蔔-矸仔,104,台北二,6.5,4.6,4.0,4.8,4600.0
115.06.14,N04,SA4,蘿蔔-櫻桃,104,台北二,80.0,76.9,75.0,77.1,47.0
115.06.14,N04,SA7,蘿蔔-甜菜根,104,台北二,20.0,18.1,15.0,17.9,258.0
115.06.14,N04,SA9,蘿蔔-進口,104,台北二,17.5,16.4,13.9,16.2,14460.0
115.06.14,N04,SB1,胡蘿蔔-未洗,104,台北二,24.3,16.0,13.6,17.2,1576.0
115.06.14,N04,SB2,胡蘿蔔-清洗,104,台北二,23.6,15.8,10.5,16.3,10510.0
115.06.14,N04,SB9,胡蘿蔔-進口,104,台北二,31.0,31.0,31.0,31.0,60.0
115.06.14,N04,SC1,馬鈴薯-本產,104,台北二,28.9,20.7,11.3,20.5,5080.0
115.06.14,N04,SC9,馬鈴薯-進口,104,台北二,13.8,11.5,9.2,11.5,1260.0
115.06.14,N04,SD1,洋蔥-本產,104,台北二,26.3,19.5,17.6,20.5,8684.0
115.06.14,N04,SD9,洋蔥-進口,104,台北二,33.8,23.9,18.0,24.7,1748.0
115.06.14,N04,SE1,青蔥-日蔥,104,台北二,109.0,86.4,76.2,88.9,2105.0
115.06.14,N04,SE2,青蔥-北蔥,104,台北二,42.0,40.0,38.0,40.0,60.0
115.06.14,N04,SE5,青蔥-紅蔥頭,104,台北二,79.6,70.2,62.9,70.6,597.0
115.06.14,N04,SE6,青蔥-粉蔥,104,台北二,83.8,68.0,43.7,66.3,8184.0
115.06.14,N04,SF1,韭菜-白頭,104,台北二,75.0,57.9,43.9,58.6,672.0
115.06.14,N04,SF2,韭菜-韭菜黃,104,台北二,207.0,183.3,79.0,167.2,150.0
115.06.14,N04,SF3,韭菜-韭菜花,104,台北二,135.1,123.4,98.7,120.8,333.0
115.06.14,N04,SF4,韭菜-青頭,104,台北二,52.5,37.7,16.6,36.4,1497.0
115.06.14,N04,SG2,大蒜-軟梗,104,台北二,150.0,134.9,42.7,119.5,610.0
115.06.14,N04,SG4,大蒜-蔥蒜,104,台北二,30.0,30.0,30.0,30.0,11.0
115.06.14,N04,SG5,大蒜-蒜頭,104,台北二,102.5,57.8,32.8,61.8,336.0
115.06.14,N04,SG6,大蒜-蒜仁,104,台北二,100.0,95.1,85.0,94.1,1215.0
115.06.14,N04,SG7,大蒜-蒜瓣,104,台北二,207.9,68.3,20.9,86.8,432.0
115.06.14,N04,SG9,大蒜-進口,104,台北二,160.0,146.8,122.0,144.5,96.0
115.06.14,N04,SH1,竹筍-麻竹筍,104,台北二,74.8,50.4,40.0,53.2,810.0
115.06.14,N04,SH2,竹筍-綠竹筍,104,台北二,211.9,126.2,74.8,133.1,2722.0
115.06.14,N04,SH5,竹筍-烏殼綠,104,台北二,68.8,48.8,25.4,48.1,6999.0
115.06.14,N04,SH7,竹筍-去殼,104,台北二,40.0,40.0,40.0,40.0,252.0
115.06.14,N04,SJ2,芋-檳榔心芋,104,台北二,52.9,37.5,10.0,35.1,1201.0
115.06.14,N04,SJ3,芋-里芋,104,台北二,100.0,47.0,30.0,54.2,52.0
115.06.14,N04,SJ4,芋-芋莖,104,台北二,35.0,14.6,14.0,18.5,98.0
115.06.14,N04,SK2,荸薺-加工,104,台北二,70.0,70.0,70.0,70.0,20.0
115.06.14,N04,SL1,豆薯,104,台北二,17.8,14.3,12.0,14.5,745.0
115.06.14,N04,SM9,牛蒡-進口,104,台北二,32.0,32.0,32.0,32.0,150.0
115.06.14,N04,SN1,蓮藕,104,台北二,75.0,40.9,5.0,40.6,560.0
115.06.14,N04,SN2,蓮藕-蓮子,104,台北二,450.0,450.0,450.0,450.0,6.0
115.06.14,N04,SO0,甘薯-其他,104,台北二,39.5,24.9,14.1,25.7,300.0
115.06.14,N04,SO1,甘薯-臺農57號,104,台北二,21.7,9.1,4.8,10.8,3900.0
115.06.14,N04,SO2,甘薯-芋仔甘薯,104,台北二,20.2,12.0,8.7,13.0,385.0
115.06.14,N04,SO3,甘薯-臺農66號,104,台北二,18.3,11.5,7.3,12.0,6970.0
115.06.14,N04,SP0,薑-其他,104,台北二,60.0,60.0,60.0,60.0,23.0
115.06.14,N04,SP1,薑-老薑,104,台北二,179.8,137.4,98.8,138.2,937.0
115.06.14,N04,SP2,薑-嫩薑,104,台北二,112.8,93.2,78.6,94.2,1620.0
115.06.14,N04,SP4,薑-竹薑,104,台北二,75.0,71.9,70.0,72.1,126.0
115.06.14,N04,SQ1,茭白筍-帶殼,104,台北二,106.2,77.8,50.1,77.9,1913.0
115.06.14,N04,SQ3,茭白筍-去殼,104,台北二,205.2,153.0,99.4,152.7,977.0
115.06.14,N04,SU21,薯蕷-白薯蕷 人參,104,台北二,71.6,55.2,30.2,53.5,786.0
115.06.14,N04,SV1,蘆筍-白蘆筍,104,台北二,141.1,111.0,78.6,110.6,36.0
115.06.14,N04,SV2,蘆筍-綠蘆筍,104,台北二,154.8,90.4,65.0,98.2,282.0
115.06.14,N04,SV92,蘆筍-進口 綠蘆筍,104,台北二,242.6,175.6,99.4,173.7,1015.0
115.06.14,N04,SX0,芽菜類-其他,104,台北二,20.0,20.0,20.0,20.0,30.0
115.06.14,N04,SX1,芽菜類-綠豆芽,104,台北二,12.0,12.0,12.0,12.0,2070.0
115.06.14,N04,SX2,芽菜類-黃豆芽,104,台北二,20.0,20.0,20.0,20.0,330.0
115.06.14,N04,SX3,芽菜類-豌豆芽,104,台北二,97.8,89.1,85.0,90.0,108.0
115.06.14,N04,SX4,芽菜類-苜蓿芽,104,台北二,50.0,50.0,50.0,50.0,66.0
115.06.14,N04,SZ1,半天筍,104,台北二,90.0,90.0,90.0,90.0,3.0
115.06.14,N04,SZ7,晚香玉筍,104,台北二,71.0,54.5,50.0,56.9,34.0
115.06.14,N04,SZ8,香茅,104,台北二,51.6,34.8,26.1,36.4,352.0
115.06.14,N05,T0,西瓜-其他,104,台北二,31.5,10.8,10.0,14.8,1187.0
115.06.14,N05,T1,西瓜-大西瓜,104,台北二,26.5,26.5,26.5,26.5,13950.0
115.06.14,N05,T5,西瓜-黃肉,104,台北二,16.3,10.0,5.7,10.4,22904.0
115.06.14,N05,T8,西瓜-甜美人,104,台北二,18.5,14.1,8.6,13.9,2124.0
115.06.14,N05,V0,甜瓜-其他,104,台北二,146.4,100.0,53.6,100.0,66.0
115.06.14,N05,V1,甜瓜-美濃,104,台北二,39.1,29.6,22.0,30.0,300.0
115.06.14,N05,V2,甜瓜-溫室吊瓜,104,台北二,198.0,90.2,36.6,101.0,674.0
115.06.14,N05,W1,洋香瓜-網狀紅肉,104,台北二,5.0,5.0,5.0,5.0,15.0
115.06.14,N05,W2,洋香瓜-網狀綠肉,104,台北二,20.0,16.3,14.5,16.7,559.0
115.06.14,N05,W4,洋香瓜-新疆,104,台北二,106.0,82.7,56.8,82.2,1752.0
115.06.14,N05,W8,洋香瓜-阿露斯,104,台北二,117.3,85.4,40.7,82.8,1855.0
115.06.14,N05,W9,洋香瓜-進口,104,台北二,333.4,180.6,166.6,208.3,32.0
115.06.14,N05,X69,蘋果-富士進口,104,台北二,102.1,40.1,29.2,50.3,17678.0
115.06.14,N05,Y1,桃子-水蜜桃,104,台北二,127.4,99.8,65.8,98.5,886.0
115.06.14,N05,Y19,桃子-水蜜桃進口,104,台北二,300.7,213.8,95.0,207.4,290.0
115.06.14,N05,Y3,桃子-甜桃,104,台北二,60.0,55.0,50.0,55.0,12.0
115.06.14,N05,Y39,桃子-甜桃進口,104,台北二,351.9,317.6,283.4,317.6,862.0
115.06.14,N05,Y9,桃子-進口,104,台北二,370.3,166.1,66.7,187.0,3297.0
115.06.14,N05,rest,休市,105,台北市場,0.0,0.0,0.0,0.0,0.0
115.06.14,N05,11,椰子,109,台北一,24.4,16.2,12.0,17.0,447.0
115.06.14,N05,12,椰子-剝殼,109,台北一,36.0,27.5,20.0,27.7,200.0
115.06.14,N05,459,草莓-進口,109,台北一,200.0,200.0,200.0,200.0,20.0
115.06.14,N05,469,藍莓-進口,109,台北一,330.1,311.1,287.1,310.1,1401.0
115.06.14,N05,50,百香果-其他,109,台北一,35.0,20.4,20.0,23.2,37.0
115.06.14,N05,51,百香果-改良種,109,台北一,140.9,73.5,29.9,78.3,4253.0
115.06.14,N05,72,小番茄-聖女,109,台北一,78.1,68.4,55.1,67.7,8970.0
115.06.14,N05,74,小番茄-玉女,109,台北一,338.3,182.3,61.8,189.4,1454.0
115.06.14,N05,811,紅龍果-白肉,109,台北一,74.6,56.0,42.6,57.1,2366.0
115.06.14,N05,812,紅龍果-紅肉,109,台北一,51.8,42.1,27.2,41.0,17310.0
115.06.14,N05,813,紅龍果-雙色紅龍果,109,台北一,110.5,70.5,53.1,75.0,1012.0
115.06.14,N05,839,櫻桃-進口,109,台北一,565.1,276.5,209.9,320.9,7417.0
115.06.14,N05,859,榴槤-進口,109,台北一,127.0,99.0,80.0,100.8,1310.0
115.06.14,N05,869,山竹-進口,109,台北一,201.8,142.3,125.0,150.7,522.0
115.06.14,N05,87,紅毛丹,109,台北一,145.0,132.4,100.0,128.4,19.0
115.06.14,N05,91,其他,109,台北一,90.0,68.9,60.0,71.3,150.0
115.06.14,N05,919,其他-進口,109,台北一,88.9,78.0,66.7,77.9,1010.0
115.06.14,N05,A0,香蕉-其他,109,台北一,10.0,10.0,9.4,9.9,574.0
115.06.14,N05,A1,香蕉,109,台北一,38.3,25.4,15.3,26.0,16740.0
115.06.14,N05,A2,香蕉-芭蕉紅芭蕉,109,台北一,60.5,37.1,22.3,38.8,2176.0
115.06.14,N05,A3,香蕉-旦蕉,109,台北一,40.0,11.7,10.0,17.0,140.0
115.06.14,N05,A4,香蕉-越旦,109,台北一,21.4,14.3,10.1,14.9,699.0
115.06.14,N05,B0,鳳梨-其他,109,台北一,27.0,25.6,23.4,25.4,1330.0
115.06.14,N05,B2,鳳梨-金鑽鳳梨,109,台北一,44.8,23.7,14.1,26.0,40157.0
115.06.14,N05,B6,鳳梨-甜蜜蜜,109,台北一,31.3,20.8,13.3,21.4,4604.0
115.06.14,N05,C9,柑橘-進口,109,台北一,265.9,41.2,40.0,85.9,760.0
115.06.14,N05,E9,甜橙-進口,109,台北一,56.4,53.3,42.8,51.8,1893.0
115.06.14,N05,F0,雜柑-其他,109,台北一,10.0,10.0,10.0,10.0,9.0
115.06.14,N05,F1,雜柑-檸檬,109,台北一,57.0,35.4,20.5,36.8,1126.0
115.06.14,N05,F4,雜柑-桔子,109,台北一,73.3,51.3,39.6,53.4,479.0
115.06.14,N05,F5,雜柑-無子檸檬,109,台北一,63.9,41.7,25.6,42.9,4822.0
115.06.14,N05,F6,雜柑-黃金檸檬,109,台北一,45.0,16.4,10.0,20.9,116.0
115.06.14,N04,FA0,其他花類,109,台北一,90.0,90.0,90.0,90.0,30.0
115.06.14,N04,FA1,黃秋葵,109,台北一,139.4,79.7,32.5,82.2,2089.0
115.06.14,N04,FB1,花椰菜-青梗,109,台北一,86.2,36.2,16.2,42.2,5763.0
115.06.14,N04,FC1,胡瓜-黑刺,109,台北一,44.8,21.6,8.3,23.6,12652.0
115.06.14,N04,FD0,花胡瓜-其他,109,台北一,82.4,59.8,37.5,59.8,1337.0
115.06.14,N04,FD1,花胡瓜,109,台北一,77.6,50.7,24.3,50.8,24707.0
115.06.14,N04,FE1,冬瓜-白皮,109,台北一,22.7,18.6,10.1,17.7,6170.0
115.06.14,N04,FF0,絲瓜-其他,109,台北一,46.3,29.2,19.7,30.7,2246.0
115.06.14,N04,FF1,絲瓜,109,台北一,62.2,44.4,23.0,43.7,22836.0
115.06.14,N04,FF2,絲瓜-角瓜,109,台北一,74.6,54.0,22.7,51.8,1181.0
115.06.14,N04,FG0,苦瓜-其他,109,台北一,61.1,42.1,12.2,39.9,4091.0
115.06.14,N04,FG1,苦瓜-白大米,109,台北一,70.2,34.0,13.6,37.2,19670.0
115.06.14,N04,FG3,苦瓜-山苦瓜,109,台北一,56.2,31.9,16.0,33.6,139.0
115.06.14,N04,FG4,苦瓜-翠綠,109,台北一,72.1,29.2,11.0,34.2,1073.0
115.06.14,N04,FH2,扁蒲-圓形,109,台北一,4.0,4.0,4.0,4.0,40.0
115.06.14,N04,FH3,扁蒲-花蒲,109,台北一,37.6,17.6,5.8,19.2,8439.0
115.06.14,N04,FH4,扁蒲-梨子蒲,109,台北一,42.5,14.5,7.0,18.6,2910.0
115.06.14,N04,FI0,茄子-其他,109,台北一,26.0,24.8,10.0,22.1,102.0
115.06.14,N04,FI2,茄子-麻荸茄,109,台北一,63.3,36.3,18.2,38.1,11730.0
115.06.14,N04,FI3,茄子-日本種,109,台北一,84.2,35.2,12.4,40.5,428.0
115.06.14,N04,FJ1,番茄-黑柿,109,台北一,121.0,58.6,18.9,63.1,1360.0
115.06.14,N04,FJ3,番茄-牛番茄,109,台北一,85.5,56.2,33.6,57.5,24528.0
115.06.14,N04,FK0,甜椒-其他,109,台北一,15.0,15.0,15.0,15.0,20.0
115.06.14,N04,FK3,甜椒-新香,109,台北一,60.0,58.1,14.9,49.8,210.0
115.06.14,N04,FK40,甜椒-彩色種 其他,109,台北一,64.6,41.8,20.3,42.1,51.0
115.06.14,N04,FK41,甜椒-彩色種 紅色,109,台北一,82.7,57.6,37.8,58.7,2628.0
115.06.14,N04,FK42,甜椒-彩色種 黃色,109,台北一,82.7,60.8,33.4,59.7,2041.0
115.06.14,N04,FK5,甜椒-青椒,109,台北一,54.5,37.6,16.9,36.8,7603.0
