交易日期,種類代碼,作物代號,作物名稱,市場代號,市場名稱,上價,中價,下價,平均價,交易量
115.06.14,N04,FK6,甜椒-水果彩椒,109,台北一,122.9,67.3,11.6,67.3,935.0
115.06.14,N04,FK94,甜椒-進口 彩色種,109,台北一,80.0,77.6,70.0,76.6,300.0
115.06.14,N04,FL92,豌豆-進口 紅花,109,台北一,160.0,127.0,11.6,110.6,448.0
115.06.14,N04,FL96,豌豆-進口 甜豌豆,109,台北一,170.0,147.4,23.0,127.0,666.0
115.06.14,N04,FM1,菜豆-白色,109,台北一,64.6,46.8,31.4,47.3,155.0
115.06.14,N04,FM2,菜豆-青色,109,台北一,95.0,59.4,37.0,62.1,4786.0
115.06.14,N04,FM3,菜豆-紅色,109,台北一,70.4,50.5,33.0,51.0,165.0
115.06.14,N04,FN1,敏豆-白豆,109,台北一,260.4,151.7,60.3,155.2,4411.0
115.06.14,N04,FN5,敏豆-醜豆,109,台北一,141.9,87.4,32.0,87.2,687.0
115.06.14,N04,FQ1,毛豆-豆莢,109,台北一,80.0,77.1,70.0,76.3,153.0
115.06.14,N04,FQ2,毛豆-豆仁,109,台北一,122.8,105.3,87.2,105.1,1063.0
115.06.14,N04,FR2,青花苔-青花筍,109,台北一,200.0,158.3,140.0,163.0,80.0
115.06.14,N04,FR9,青花苔-進口,109,台北一,74.9,67.0,58.8,66.9,14101.0
115.06.14,N04,FS1,越瓜-青色,109,台北一,5.0,5.0,5.0,5.0,40.0
115.06.14,N04,FT0,南瓜-其他,109,台北一,29.6,20.9,20.0,22.5,121.0
115.06.14,N04,FT11,南瓜-木瓜型 阿成,109,台北一,38.7,30.0,24.3,30.6,7138.0
115.06.14,N04,FT12,南瓜-木瓜型 阿嬌,109,台北一,25.5,24.5,24.0,24.6,640.0
115.06.14,N04,FT2,南瓜-圓形,109,台北一,28.6,24.5,21.2,24.7,2905.0
115.06.14,N04,FT3,南瓜-黃如意,109,台北一,245.3,123.7,19.9,127.3,166.0
115.06.14,N04,FT5,南瓜-青如意,109,台北一,85.1,45.6,12.2,46.8,5762.0
115.06.14,N04,FT6,南瓜-東昇,109,台北一,78.2,66.2,48.3,65.0,172.0
115.06.14,N04,FT7,南瓜-栗子,109,台北一,36.3,30.7,13.6,28.4,880.0
115.06.14,N04,FT72,南瓜-栗子 小黑,109,台北一,100.0,68.6,50.0,71.2,102.0
115.06.14,N04,FT90,南瓜-進口 其他,109,台北一,22.0,22.0,22.0,22.0,420.0
115.06.14,N04,FT96,南瓜-進口 東昇,109,台北一,30.0,30.0,30.0,30.0,36.0
115.06.14,N04,FT97,南瓜-進口 栗子,109,台北一,38.2,32.5,23.2,31.8,2503.0
115.06.14,N04,FU1,隼人瓜,109,台北一,27.2,18.6,7.1,18.0,884.0
115.06.14,N04,FU2,隼人瓜-瓜苗,109,台北一,77.4,70.4,61.3,70.0,6991.0
115.06.14,N04,FV0,辣椒-其他,109,台北一,60.8,22.6,15.0,28.7,39.0
115.06.14,N04,FV1,辣椒-紅小,109,台北一,105.0,53.4,26.6,58.3,1061.0
115.06.14,N04,FV2,辣椒-青小,109,台北一,80.1,60.6,40.2,60.4,340.0
115.06.14,N04,FV3,辣椒-雞心,109,台北一,70.0,66.7,65.0,67.0,5.0
115.06.14,N04,FV4,辣椒-朝天椒,109,台北一,82.3,43.8,23.4,47.4,2886.0
115.06.14,N04,FV6,辣椒-糯米椒,109,台北一,77.6,54.1,31.8,54.3,1591.0
115.06.14,N04,FW1,金針花,109,台北一,300.0,288.2,280.0,288.9,36.0
115.06.14,N04,FY0,玉米-其他,109,台北一,64.6,43.2,10.0,40.8,2414.0
115.06.14,N04,FY4,玉米-玉米筍,109,台北一,198.5,130.9,26.0,123.4,156.0
115.06.14,N04,FY41,玉米-玉米筍 帶殼,109,台北一,36.1,15.5,8.5,18.2,3593.0
115.06.14,N04,FY5,玉米-糯米黑,109,台北一,29.9,16.6,5.7,17.1,17870.0
115.06.14,N04,FY6,玉米-甜軟殼,109,台北一,35.8,22.3,11.6,22.9,24592.0
115.06.14,N04,FY8,玉米-白龍王,109,台北一,89.1,61.5,28.5,60.4,4332.0
115.06.14,N04,FY9,玉米-進口,109,台北一,180.0,180.0,180.0,180.0,106.0
115.06.14,N04,FY94,玉米-進口 玉米筍,109,台北一,203.3,189.0,103.5,174.8,549.0
115.06.14,N04,FZ1,落花生-生,109,台北一,60.6,43.5,40.0,46.2,535.0
115.06.14,N04,FZ2,落花生-熟,109,台北一,70.0,70.0,70.0,70.0,174.0
115.06.14,N05,G2,黃金果,109,台北一,83.5,58.6,32.6,58.4,714.0
115.06.14,N05,G3,酪梨,109,台北一,84.0,64.0,42.3,63.6,6709.0
115.06.14,N05,G39,酪梨-進口,109,台北一,151.5,151.5,151.5,151.5,605.0
115.06.14,N05,G49,奇異果-進口,109,台北一,128.8,106.8,80.8,106.0,7881.0
115.06.14,N05,G7,橄欖,109,台北一,6.0,6.0,6.0,6.0,24.0
115.06.14,N05,G9,波蘿蜜,109,台北一,25.9,8.8,5.3,11.5,1688.0
115.06.14,N05,G91,榴槤蜜,109,台北一,30.0,30.0,30.0,30.0,220.0
115.06.14,N05,H49,葡萄柚-紅肉進口,109,台北一,63.5,40.0,40.0,44.7,170.0
115.06.14,N05,I1,木瓜-網室紅肉,109,台北一,38.1,24.4,14.3,25.1,38084.0
115.06.14,N05,I3,木瓜-日昇種,109,台北一,48.4,34.0,23.7,34.8,2524.0
115.06.14,N05,I4,木瓜-青木瓜,109,台北一,25.0,15.1,9.4,15.9,2461.0
115.06.14,N05,J0,荔枝-其他,109,台北一,236.9,160.3,119.3,167.4,785.0
115.06.14,N05,J1,荔枝-玉荷包,109,台北一,233.1,177.0,126.1,178.1,3813.0
115.06.14,N05,J2,荔枝-黑葉,109,台北一,112.6,96.3,65.6,93.4,9736.0
115.06.14,N05,J3,荔枝-糯米,109,台北一,350.0,234.2,103.8,231.2,48.0
115.06.14,N05,J4,荔枝-竹葉黑,109,台北一,98.1,67.7,40.3,68.3,2213.0
115.06.14,N05,J5,荔枝-桂味,109,台北一,60.0,54.8,50.0,54.9,86.0
115.06.14,N05,K3,龍眼-粉殼,109,台北一,209.6,119.6,60.0,125.6,92.0
115.06.14,N04,LA1,甘藍-初秋,109,台北一,29.3,22.1,14.9,22.1,105406.0
115.06.14,N04,LA2,甘藍-改良種,109,台北一,25.2,20.0,14.2,19.9,47644.0
115.06.14,N04,LA4,甘藍-紫色,109,台北一,27.0,12.0,12.0,15.0,228.0
115.06.14,N04,LA5,甘藍-甘藍心,109,台北一,41.7,26.4,13.8,26.9,966.0
115.06.14,N04,LA6,甘藍-甘藍芽,109,台北一,72.2,54.5,17.5,50.6,573.0
115.06.14,N04,LA7,甘藍-改良尖,109,台北一,10.0,10.0,10.0,10.0,43.0
115.06.14,N04,LA92,甘藍-進口 改良種,109,台北一,20.4,12.7,7.0,13.1,6684.0
115.06.14,N04,LB1,小白菜-土白菜,109,台北一,48.6,30.7,15.8,31.3,2824.0
115.06.14,N04,LB2,小白菜-蚵仔白,109,台北一,43.2,24.6,7.8,25.0,18688.0
115.06.14,N04,LB3,小白菜-奶油白,109,台北一,53.8,25.2,14.4,28.8,2407.0
115.06.14,N04,LC1,包心白-包白,109,台北一,25.2,12.1,7.2,13.7,20652.0
115.06.14,N04,LC90,包心白菜-進口 其他,109,台北一,93.5,61.5,53.9,66.4,1995.0
115.06.14,N04,LC93,包心白菜-進口 包頭蓮 ,109,台北一,28.4,23.7,17.4,23.4,11805.0
115.06.14,N04,LD1,青江白菜-小梗,109,台北一,51.4,28.4,6.8,28.7,14956.0
115.06.14,N04,LE1,皇宮菜-小葉,109,台北一,122.3,67.2,27.3,70.2,953.0
115.06.14,N04,LE2,皇宮菜-大葉,109,台北一,29.9,21.3,13.7,21.5,296.0
115.06.14,N04,LF1,蕹菜-大葉,109,台北一,5.0,5.0,5.0,5.0,9.0
115.06.14,N04,LF2,蕹菜-小葉,109,台北一,92.5,56.6,29.2,58.3,7408.0
115.06.14,N04,LF3,蕹菜-水蕹菜,109,台北一,101.0,95.4,52.0,87.8,1488.0
115.06.14,N04,LG2,芹菜-白梗,109,台北一,88.8,61.3,32.0,60.9,4384.0
115.06.14,N04,LG9,芹菜-進口,109,台北一,50.0,36.1,15.4,34.7,2210.0
115.06.14,N04,LH2,菠菜-角葉,109,台北一,106.2,33.9,9.6,43.5,5800.0
115.06.14,N04,LI0,萵苣菜-其他,109,台北一,203.3,93.3,18.5,100.4,908.0
115.06.14,N04,LI1,萵苣菜-廣東菜,109,台北一,50.0,45.8,21.5,41.8,143.0
115.06.14,N04,LI2,萵苣菜-結球萵,109,台北一,89.8,65.3,47.4,66.6,1197.0
115.06.14,N04,LI3,萵苣菜-本島圓葉,109,台北一,61.7,47.1,24.2,45.4,2891.0
115.06.14,N04,LI5,萵苣菜-油麥菜,109,台北一,32.8,14.3,9.0,17.0,19911.0
115.06.14,N04,LI6,萵苣菜-蘿美,109,台北一,80.0,56.3,28.2,55.4,351.0
115.06.14,N04,LI71,萵苣菜-紅捲,109,台北一,113.7,63.1,17.7,64.1,73.0
115.06.14,N04,LI72,萵苣菜-綠捲,109,台北一,50.0,22.4,10.0,25.4,134.0
115.06.14,N04,LI8,萵苣菜-水耕,109,台北一,104.7,92.0,63.4,88.8,1995.0
115.06.14,N04,LI91,萵苣菜-進口 廣東萵,109,台北一,55.0,53.5,48.0,52.7,80.0
115.06.14,N04,LI92,萵苣菜-進口 結球萵,109,台北一,108.8,77.1,59.2,79.9,3178.0
115.06.14,N04,LI96,萵苣菜-進口 蘿美,109,台北一,145.0,110.1,10.0,97.0,445.0
115.06.14,N04,LJ3,芥菜-大芥菜,109,台北一,19.4,11.6,7.8,12.4,1360.0
115.06.14,N04,LJ4,芥菜-小芥菜,109,台北一,38.9,32.9,19.4,31.4,310.0
115.06.14,N04,LK2,芥藍菜,109,台北一,46.9,24.6,6.8,25.5,1763.0
115.06.14,N04,LK3,芥藍菜-芥藍芽,109,台北一,98.0,47.0,26.8,53.1,3776.0
115.06.14,N04,LM1,莧菜-紅莧菜,109,台北一,60.0,42.8,32.0,44.1,448.0
115.06.14,N04,LM2,莧菜-白莧菜,109,台北一,48.2,37.0,25.8,37.0,9066.0
115.06.14,N04,LN1,油菜,109,台北一,39.4,25.0,9.3,24.8,7145.0
115.06.14,N04,LN2,油菜-小松菜,109,台北一,49.4,33.6,20.1,34.0,940.0
115.06.14,N04,LO1,甘薯葉,109,台北一,51.4,27.7,13.2,29.6,18509.0
115.06.14,N04,LP1,芫荽,109,台北一,128.8,62.0,11.3,65.2,2559.0
115.06.14,N04,LP2,九層塔,109,台北一,42.0,34.1,17.5,32.4,2357.0
115.06.14,N04,LQ1,紅鳳菜-紅鳳菜,109,台北一,79.2,58.3,40.1,58.8,1277.0
115.06.14,N04,LT2,海菜-海帶,109,台北一,50.0,50.0,50.0,50.0,72.0
115.06.14,N04,LT3,海菜-水蓮,109,台北一,140.0,123.1,65.2,114.9,2739.0
115.06.14,N04,LV1,巴西利,109,台北一,81.7,15.4,10.0,27.6,402.0
115.06.14,N04,LX1,蕨菜-過貓,109,台北一,89.0,76.2,52.4,74.0,598.0
115.06.14,N04,LX2,蕨菜-山蘇,109,台北一,284.5,205.2,132.7,206.5,158.0
115.06.14,N04,LZ2,藤川七-川七葉,109,台北一,266.9,72.4,40.0,104.8,104.0
115.06.14,N04,MA1,洋菇,109,台北一,180.0,180.0,137.9,171.6,171.0
115.06.14,N04,MA2,洋菇-盒裝,109,台北一,350.0,281.0,125.1,263.6,338.0
115.06.14,N04,MB1,草菇,109,台北一,130.0,130.0,130.0,130.0,16.0
115.06.14,N04,MC1,濕木耳,109,台北一,128.2,56.1,7.3,60.8,603.0
115.06.14,N04,MD1,濕香菇,109,台北一,150.0,111.4,64.7,109.8,2025.0
115.06.14,N04,ME0,金絲菇-其他,109,台北一,43.0,43.0,43.0,43.0,3.0
115.06.14,N04,ME1,金絲菇-金針菇,109,台北一,41.8,8.4,5.0,14.4,1656.0
115.06.14,N04,ME2,金絲菇-盒裝,109,台北一,38.0,33.4,31.2,33.9,939.0
115.06.14,N04,MF1,蠔菇-鮑魚菇,109,台北一,55.0,55.0,55.0,55.0,75.0
115.06.14,N04,MI1,秀珍菇,109,台北一,95.0,72.2,63.5,75.0,306.0
115.06.14,N04,MJ1,杏鮑菇,109,台北一,92.1,64.8,21.2,61.5,5085.0
115.06.14,N04,MK0,鴻喜菇-其他,109,台北一,220.0,166.4,120.0,167.8,115.0
115.06.14,N04,MK1,鴻喜菇,109,台北一,90.0,85.5,85.0,86.3,93.0
115.06.14,N04,MK2,鴻喜菇-盒裝,109,台北一,230.0,218.1,190.6,215.0,144.0
115.06.14,N04,MX1,其他菇類,109,台北一,214.0,115.8,91.6,130.6,444.0
115.06.14,N05,N0,李-其他,109,台北一,85.2,50.5,26.7,52.7,2453.0
115.06.14,N05,N2,李-桃接李,109,台北一,60.0,48.4,35.0,48.0,615.0
115.06.14,N05,N3,李-紅肉李,109,台北一,115.0,52.4,21.8,58.8,3577.0
115.06.14,N05,N6,李-泰安李,109,台北一,59.1,44.8,31.8,45.0,546.0
115.06.14,N05,O10,梨-寶島甘露梨,109,台北一,120.0,120.0,120.0,120.0,48.0
115.06.14,N05,O2,梨-秋水梨,109,台北一,67.9,49.4,31.7,49.6,803.0
115.06.14,N05,O5,梨-豐水梨,109,台北一,104.4,54.4,37.5,61.0,8071.0
115.06.14,N05,O8,梨-4029梨,109,台北一,82.1,62.4,33.8,60.6,1040.0
115.06.14,N04,OA2,鹹菜-帶葉,109,台北一,35.0,35.0,35.0,35.0,270.0
115.06.14,N04,OB1,雪里紅,109,台北一,16.2,14.0,14.0,14.4,1720.0
115.06.14,N04,OC1,榨菜,109,台北一,33.0,33.0,33.0,33.0,36.0
115.06.14,N04,OD1,蘿蔔乾,109,台北一,33.0,33.0,33.0,33.0,240.0
115.06.14,N04,OE2,醃瓜-漬,109,台北一,38.0,38.0,38.0,38.0,105.0
115.06.14,N04,OG1,熟筍-桂竹筍,109,台北一,80.0,80.0,80.0,80.0,80.0
115.06.14,N04,OI4,筍茸,109,台北一,28.0,28.0,28.0,28.0,264.0
115.06.14,N04,OL1,朴菜,109,台北一,30.0,30.0,30.0,30.0,24.0
115.06.14,N04,OX1,其他,109,台北一,147.5,23.8,16.1,47.0,4330.0
115.06.14,N05,P1,番石榴-珍珠芭,109,台北一,43.2,29.3,16.2,29.4,44119.0
115.06.14,N05,P2,番石榴-紅心,109,台北一,54.5,39.6,20.7,38.8,1800.0
115.06.14,N05,P3,番石榴-帝王芭,109,台北一,120.5,41.5,19.8,53.0,2500.0
115.06.14,N05,P5,番石榴-水晶無子,109,台北一,104.7,67.0,33.7,67.9,185.0
115.06.14,N05,Q0,蓮霧-其他,109,台北一,180.0,102.1,65.6,110.4,213.0
115.06.14,N05,Q1,蓮霧-紅蓮霧,109,台北一,123.6,46.6,29.6,58.6,672.0
115.06.14,N05,Q2,蓮霧-子彈型,109,台北一,75.2,42.8,22.4,45.2,1425.0
115.06.14,N05,Q4,蓮霧-巴掌蓮霧,109,台北一,52.7,25.0,25.0,30.6,604.0
115.06.14,N05,Q5,蓮霧-黑糖芭比,109,台北一,214.8,99.0,48.2,112.0,3316.0
115.06.14,N05,R0,芒果-其他,109,台北一,62.6,39.0,29.8,41.9,5732.0
115.06.14,N05,R1,芒果-愛文,109,台北一,92.3,52.1,32.5,56.2,56950.0
115.06.14,N05,R10,芒果-西施,109,台北一,77.0,61.3,49.3,62.0,732.0
115.06.14,N05,R2,芒果-玉文,109,台北一,58.9,41.2,31.1,42.7,3265.0
115.06.14,N05,R3,芒果-本島,109,台北一,117.4,62.9,23.0,65.8,452.0
115.06.14,N05,R31,芒果-夏雪,109,台北一,94.4,57.2,36.7,60.5,408.0
115.06.14,N05,R5,芒果-黑香金興,109,台北一,54.4,44.4,30.3,43.6,1734.0
115.06.14,N05,R6,芒果-金煌,109,台北一,53.3,35.4,26.3,37.2,4568.0
115.06.14,N05,R8,芒果-芒果青,109,台北一,41.9,22.9,10.2,24.2,2861.0
115.06.14,N05,S1,葡萄-巨峰,109,台北一,230.0,62.8,39.2,91.5,5269.0
115.06.14,N05,S9,葡萄-進口,109,台北一,852.4,68.5,53.3,222.3,778.0
115.06.14,N04,SA3,蘿蔔-矸仔,109,台北一,16.5,6.2,4.4,7.9,13916.0
115.06.14,N04,SA9,蘿蔔-進口,109,台北一,18.1,16.8,13.6,16.4,23575.0
115.06.14,N04,SB1,胡蘿蔔-未洗,109,台北一,19.0,15.1,14.8,15.8,2025.0
115.06.14,N04,SB2,胡蘿蔔-清洗,109,台北一,24.0,15.4,10.9,16.2,25889.0
115.06.14,N04,SB9,胡蘿蔔-進口,109,台北一,30.0,30.0,30.0,30.0,200.0
115.06.14,N04,SC1,馬鈴薯-本產,109,台北一,29.9,20.2,8.8,19.8,8843.0
115.06.14,N04,SC9,馬鈴薯-進口,109,台北一,26.3,18.6,8.8,18.2,1024.0
115.06.14,N04,SD1,洋蔥-本產,109,台北一,25.0,19.4,16.0,19.8,7350.0
115.06.14,N04,SD9,洋蔥-進口,109,台北一,31.0,28.2,15.8,26.3,3954.0
115.06.14,N04,SE1,青蔥-日蔥,109,台北一,105.4,83.7,67.1,84.8,3481.0
115.06.14,N04,SE2,青蔥-北蔥,109,台北一,42.5,39.4,31.6,38.5,295.0
115.06.14,N04,SE5,青蔥-紅蔥頭,109,台北一,90.9,77.3,52.7,75.1,165.0
115.06.14,N04,SE6,青蔥-粉蔥,109,台北一,87.4,74.6,44.9,71.2,15689.0
115.06.14,N04,SF1,韭菜-白頭,109,台北一,64.2,49.7,40.0,50.7,626.0
115.06.14,N04,SF2,韭菜-韭菜黃,109,台北一,250.0,187.5,119.2,186.3,940.0
115.06.14,N04,SF3,韭菜-韭菜花,109,台北一,100.4,100.0,95.9,99.3,769.0
115.06.14,N04,SF4,韭菜-青頭,109,台北一,66.1,40.3,14.0,40.2,4122.0
115.06.14,N04,SG2,大蒜-軟梗,109,台北一,170.9,166.3,117.1,157.4,1120.0
115.06.14,N04,SG4,大蒜-蔥蒜,109,台北一,60.0,42.1,23.6,42.0,715.0
115.06.14,N04,SG5,大蒜-蒜頭,109,台北一,138.4,62.3,40.4,73.2,448.0
115.06.14,N04,SG6,大蒜-蒜仁,109,台北一,90.0,90.0,90.0,90.0,627.0
115.06.14,N04,SG7,大蒜-蒜瓣,109,台北一,265.0,117.6,27.6,129.1,371.0
115.06.14,N04,SG9,大蒜-進口,109,台北一,65.0,65.0,65.0,65.0,72.0
115.06.14,N04,SH1,竹筍-麻竹筍,109,台北一,68.1,61.4,47.7,60.0,1133.0
115.06.14,N04,SH2,竹筍-綠竹筍,109,台北一,185.0,123.1,65.3,123.9,7603.0
115.06.14,N04,SH5,竹筍-烏殼綠,109,台北一,67.5,45.4,27.6,46.3,17787.0
115.06.14,N04,SH7,竹筍-去殼,109,台北一,38.0,35.0,26.8,34.0,1037.0
115.06.14,N04,SJ2,芋-檳榔心芋,109,台北一,47.7,31.1,15.1,31.2,3381.0
115.06.14,N04,SJ3,芋-里芋,109,台北一,80.0,50.7,50.0,56.4,61.0
115.06.14,N04,SJ4,芋-芋莖,109,台北一,15.0,15.0,15.0,15.0,60.0
115.06.14,N04,SK1,荸薺,109,台北一,65.0,65.0,65.0,65.0,40.0
115.06.14,N04,SK2,荸薺-加工,109,台北一,65.0,65.0,65.0,65.0,280.0
115.06.14,N04,SL1,豆薯,109,台北一,25.6,19.1,15.0,19.6,1980.0
115.06.14,N04,SM1,牛蒡,109,台北一,45.0,45.0,45.0,45.0,180.0
115.06.14,N04,SN1,蓮藕,109,台北一,60.2,49.9,15.3,45.0,2015.0
115.06.14,N04,SN2,蓮藕-蓮子,109,台北一,230.0,230.0,230.0,230.0,18.0
115.06.14,N04,SO0,甘薯-其他,109,台北一,55.0,34.0,14.0,34.2,385.0
115.06.14,N04,SO1,甘薯-臺農57號,109,台北一,25.6,12.8,4.4,13.7,5865.0
115.06.14,N04,SO2,甘薯-芋仔甘薯,109,台北一,24.4,15.7,9.5,16.2,775.0
115.06.14,N04,SO3,甘薯-臺農66號,109,台北一,23.9,12.5,7.8,13.9,8985.0
115.06.14,N04,SP0,薑-其他,109,台北一,50.0,41.8,30.0,41.1,36.0
115.06.14,N04,SP1,薑-老薑,109,台北一,143.0,112.7,71.1,110.4,1490.0
115.06.14,N04,SP2,薑-嫩薑,109,台北一,100.0,87.2,71.2,86.6,3798.0
115.06.14,N04,SP3,薑-粉薑,109,台北一,100.0,98.2,80.0,95.0,594.0
